Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Vanilla Chip","The Dali Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/107247113/vanilla-chip,1.0,-1,"Boulder, Alpine",V0,1,10,39.6306,-105.6214
Lama,"The Dali Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106497895/lama,2.2,-1,"Boulder, Alpine",V1,1,,39.6306,-105.6214
"Carl Spackler's Thumb (Name Unknown)","The Dali Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106497911/carl-spacklers-thumb-name-unknown,1.7,-1,"Boulder, Alpine",V1,1,,39.6306,-105.6214
Nemesis,"The Dali Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106497917/nemesis,2.2,-1,"Boulder, Alpine",V1,1,12,39.6306,-105.6214
"The Dali Warmup","The Dali Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106497926/the-dali-warmup,0.5,-1,"Boulder, Alpine",V1,1,15,39.6306,-105.6214
"Little Something for the Effort (Name Unknown)","The Dali Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106497899/little-something-for-the-effort-name-unknown,2.1,-1,"Boulder, Alpine",V2,1,10,39.6306,-105.6214
"Puddle Jumper","The Dali Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106497905/puddle-jumper,3.0,-1,"Boulder, Alpine",V2,1,,39.6306,-105.6214
"Touchdown Jesus","The Dali Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106623360/touchdown-jesus,1.0,-1,"Boulder, Alpine",V2,1,12,39.6306,-105.6214
"Crystal Grip Pump","The Dali Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/107246762/crystal-grip-pump,2.0,-1,"Boulder, Alpine",V2,1,15,39.6306,-105.6214
"Pinch Me Squeeze Me (Stand)","French Kiss Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106812351/pinch-me-squeeze-me-stand,2.0,-1,"Boulder, Alpine",V0,1,10,39.63211,-105.61961
"Cantalope Earmuffs","French Kiss Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106812362/cantalope-earmuffs,2.0,-1,"Boulder, Alpine",V3,1,15,39.63211,-105.61961
"Gateway Arete","Gateway Boulder > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106581267/gateway-arete,2.1,-1,"Boulder, Alpine",V3,1,15,39.6598,-105.6049
"The Horn Arete","Gateway Boulder > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/106581347/the-horn-arete,2.4,-1,"Boulder, Alpine",V3-4,1,14,39.6598,-105.6049
"PK Warm-up","Lincoln Lake > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/117705725/pk-warm-up,3.0,-1,"Boulder, Alpine",V2,1,,39.6177,-105.6026
"Chalk on Rock Left","Lincoln Lake > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/117533580/chalk-on-rock-left,2.7,-1,"Boulder, Alpine",V3,1,9,39.6177,-105.6026
"Warm Up","Warm Up Boulder > Roadside Sector > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/112003416/warm-up,2.6,-1,"Boulder, Alpine",V1,1,12,39.64688,-105.61563
1,"Roadside Boulder > Roadside Sector > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/112003436/1,2.8,-1,"Boulder, Alpine",V1,1,15,39.64741,-105.61576
V1,"Roadside Boulder > Roadside Sector > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/113435305/v1,3.0,-1,"Boulder, Alpine",V1,1,,39.64741,-105.61576
"The Shake Weight","Creme Fraiche Boulder > Upper Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109322917/the-shake-weight,2.0,-1,"Boulder, Alpine",V1,1,10,40.30419,-105.67015
"Creme Fraiche Traverse","Creme Fraiche Boulder > Upper Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109322903/creme-fraiche-traverse,4.0,-1,"Boulder, Alpine",V2,1,20,40.30419,-105.67015
Panzotopanzanite,"Creme Fraiche Boulder > Upper Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109322930/panzotopanzanite,3.0,-1,"Boulder, Alpine",V2,1,12,40.30419,-105.67015
"It's Fun to Do Bad Things","Dividing Line Area > Upper Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109340763/its-fun-to-do-bad-things,2.0,-1,"Boulder, Alpine",V0,1,15,40.30419,-105.67015
"The Dividing Line","Dividing Line Area > Upper Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109338253/the-dividing-line,3.0,-1,"Boulder, Alpine",V0,1,10,40.30419,-105.67015
"Rocky Mountain Beaver Fever","Brimstone Area (i.e., lower upper) > Upper Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109348330/rocky-mountain-beaver-fever,3.0,-1,"Boulder, Alpine","V1 R",1,20,40.30419,-105.67015
"Fizzy Lifting Drink jump start","Baby Otech Boulder > Upper Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109365723/fizzy-lifting-drink-jump-start,2.0,-1,"Boulder, Alpine",V3,1,10,40.30419,-105.67015
"The Example","The Example > Upper Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109474834/the-example,3.0,-1,"Boulder, Alpine",V2,1,15,40.30419,-105.67015
"Sneak Attack *","Revenge Area > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106244274/sneak-attack,1.7,-1,"Boulder, Alpine",V0-1,1,,40.30479,-105.66069
"Spite *","Revenge Area > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106244236/spite,2.1,-1,"Boulder, Alpine",V2,1,,40.30479,-105.66069
"Malice *","Revenge Area > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106244258/malice,2.2,-1,"Boulder, Alpine",V2,1,,40.30479,-105.66069
"Warm Up","Revenge Area > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109380022/warm-up,2.1,-1,"Boulder, Alpine",V3,1,9,40.30479,-105.66069
"South Face","Warm-Up Boulder > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106854352/south-face,1.0,-1,"Boulder, Alpine",V1,1,10,40.30479,-105.66069
"East Face","Warm-Up Boulder > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106854344/east-face,2.4,-1,"Boulder, Alpine",V3,1,15,40.30479,-105.66069
"Northwest Corner","Warm-Up Boulder > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106854348/northwest-corner,2.5,-1,"Boulder, Alpine",V3,1,12,40.30479,-105.66069
"The Crack of Noon","The Potato Chip Boulder > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/114615625/the-crack-of-noon,3.0,-1,"Boulder, Alpine",V0,1,,40.30498,-105.65946
"Middle Warm up","The Potato Chip Boulder > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106519129/middle-warm-up,2.1,-1,"Boulder, Alpine",V1,1,12,40.30498,-105.65946
"Potato Chip Layback","The Potato Chip Boulder > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106851602/potato-chip-layback,2.9,-1,"Boulder, Alpine",V3,1,15,40.30498,-105.65946
"Emerald City","Gobot warmups > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106581505/emerald-city,1.0,-1,"Boulder, Alpine",V0-,1,10,40.30479,-105.66069
"Trick Nasty","Gobot warmups > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106581529/trick-nasty,1.0,-1,"Boulder, Alpine",V1-,1,10,40.30479,-105.66069
"Green Slab","Green Slab Wall > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/112055428/green-slab,3.0,-1,"Boulder, Alpine","V1 R",1,20,40.30479,-105.66069
"The Dugout","Green Slab Wall > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/114980727/the-dugout,2.0,-1,"Boulder, Alpine",V2,1,,40.30479,-105.66069
"Cracked Lips","Green Slab Wall > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/114980542/cracked-lips,2.0,-1,"Boulder, Alpine",V2,1,,40.30479,-105.66069
"The Standout","Green Slab Wall > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/114980712/the-standout,2.0,-1,"Boulder, Alpine",V3,1,,40.30479,-105.66069
"Pocket Problem","Green Slab Wall > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/114980569/pocket-problem,2.0,-1,"Boulder, Alpine",V3,1,,40.30479,-105.66069
"Body Surfing","Green Slab Wall > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/114980594/body-surfing,2.0,-1,"Boulder, Alpine",V3,1,,40.30479,-105.66069
"Right V1","Little Orb > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109380012/right-v1,1.3,-1,"Boulder, Alpine",V1,1,,40.30479,-105.66069
"Left V1","Little Orb > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109380007/left-v1,2.0,-1,"Boulder, Alpine",V1+,1,15,40.30479,-105.66069
"Warm Up V3","Bushpilot Warm Up Boulder > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109380035/warm-up-v3,2.8,-1,"Boulder, Alpine",V2,1,8,40.30455,-105.65983
Molloy,"The Unnamable > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109380058/molloy,3.1,-1,"Boulder, Alpine",V1,1,15,40.30479,-105.66069
"Molloy Dyno","The Unnamable > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/117741652/molloy-dyno,3.0,-1,"Boulder, Alpine",V1-2,1,,40.30479,-105.66069
"The Outlier","Outcast > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/111217787/the-outlier,1.0,-1,"Boulder, Alpine",V3-4,1,10,40.30159,-105.66791
"Warm-Up Boulder","Emerald Lake > Tyndall Gorge > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109453626/warm-up-boulder,2.7,-1,"Boulder, Alpine",V1,1,,40.30946,-105.66517
"Warm Up","Emerald Lake > Tyndall Gorge > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/107651058/warm-up,2.2,-1,"Boulder, Alpine",V1,1,7,40.30946,-105.66517
"Beginner's Luck","Emerald Lake > Tyndall Gorge > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/109453583/beginners-luck,3.0,-1,"Boulder, Alpine",V2,1,,40.30946,-105.66517
"Erin's Route","Unknown Boulder > Moraine Park Boulders (aka Fern Lake Trail/The Pool/Arch Rocks) > RMNP Bouldering Miscellaneous Areas > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106784494/erins-route,1.0,-1,"Boulder, Alpine",V0-,1,10,40.31178,-105.64466
"Bad Guides","Fern Lake > RMNP Bouldering Miscellaneous Areas > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/113588164/bad-guides,2.0,-1,"Boulder, Alpine",V0,1,16,40.33698,-105.67651
"Crowd Pleaser","Bear Lake > RMNP Bouldering Miscellaneous Areas > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/117539735/crowd-pleaser,2.0,-1,"Boulder, Alpine",V3,1,15,40.31312,-105.64791
"Juggy Corner","Boxcar Boulder > Wild Basin (bouldering) > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/114971079/juggy-corner,2.0,-1,Boulder,V0,1,12,40.2137,-105.55086
"Big Ol' Flake","Boxcar Boulder > Wild Basin (bouldering) > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/114971096/big-ol-flake,2.0,-1,Boulder,V0,1,10,40.2137,-105.55086
"Howzit Hawk","Hawaii Boulder > Roaring Fork Boulders > Indian Peaks > Alpine Rock > Colorado",https://www.mountainproject.com/route/112078335/howzit-hawk,2.0,-1,"Boulder, Alpine",V2,1,12,40.13626,-105.76182
"Three Finger Mono-pocket","Three Finger Boulder > Roaring Fork Boulders > Indian Peaks > Alpine Rock > Colorado",https://www.mountainproject.com/route/112092614/three-finger-mono-pocket,1.0,-1,"Boulder, Alpine",V2,1,12,40.13724,-105.7592
"Easy Dyno","Devil's Moles > Indian Peaks > Alpine Rock > Colorado",https://www.mountainproject.com/route/113275253/easy-dyno,1.0,-1,"Boulder, Alpine",V0,1,7,39.97414,-105.67256
"Marshall's Mantel","Devil's Moles > Indian Peaks > Alpine Rock > Colorado",https://www.mountainproject.com/route/113275157/marshalls-mantel,2.0,-1,"Boulder, Alpine",V0+,1,7,39.97414,-105.67256
"Not So Slabby","Devil's Moles > Indian Peaks > Alpine Rock > Colorado",https://www.mountainproject.com/route/113275000/not-so-slabby,3.0,-1,"Boulder, Alpine",V1+,1,12,39.97414,-105.67256
PermaGumby,"Wetterhorn Trail Boulders > Uncompahgre/Big Blue Wilderness > San Juans > Alpine Rock > Colorado",https://www.mountainproject.com/route/114501144/permagumby,3.0,-1,"Boulder, Alpine",V3-4,1,15,38.09028,-107.54697
"Afternoon Beers (AKA Camp 11 Roof)","Camp 11 Boulder > Camp 11 Area Boulders > Devil's Head > South Platte > Colorado",https://www.mountainproject.com/route/106566005/afternoon-beers-aka-camp-11-roof,2.7,-1,Boulder,V1,1,,39.2604,-105.1012
Slabmaster,"Camp 11 Boulder > Camp 11 Area Boulders > Devil's Head > South Platte > Colorado",https://www.mountainproject.com/route/107216012/slabmaster,2.5,-1,Boulder,"V1-2 PG13",1,10,39.2604,-105.1012
"Crack Problem","Gnome Dome > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/105940173/crack-problem,2.0,-1,Boulder,V0,1,12,39.37837,-105.26026
Unknown,"Obscure Buffalo Creek Rocks > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/106259331/unknown,2.0,-1,Boulder,V-easy,1,12,39.37837,-105.26026
"A Side Crack","Obscure Buffalo Creek Rocks > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/106183393/a-side-crack,3.2,-1,Boulder,V0-,1,15,39.37837,-105.26026
"Fear of Slabs","Obscure Buffalo Creek Rocks > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/106183417/fear-of-slabs,2.0,-1,Boulder,V0-,1,18,39.37837,-105.26026
"B Side Crack","Obscure Buffalo Creek Rocks > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/106183409/b-side-crack,2.7,-1,Boulder,V1-,1,15,39.37837,-105.26026
"Smoke a Fatty","Obscure Buffalo Creek Rocks > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/106242621/smoke-a-fatty,2.7,-1,"Trad, TR, Boulder","5.10b V2",1,20,39.37837,-105.26026
"Classic Arete","Obscure Buffalo Creek Rocks > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/106187961/classic-arete,3.5,-1,Boulder,V3-4,1,20,39.37837,-105.26026
"Guano.9 (The Real Green Lantern)","Guano Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681286/guano9-the-real-green-lantern,4.0,-1,Boulder,V0,1,10,39.3074,-105.347
Guano.1,"Guano Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681192/guano1,2.5,-1,Boulder,V0,1,10,39.3074,-105.347
Guano.2,"Guano Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681223/guano2,2.0,-1,Boulder,V0,1,12,39.3074,-105.347
Guano.3,"Guano Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681232/guano3,2.5,-1,Boulder,V0,1,12,39.3074,-105.347
Guano.4,"Guano Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681242/guano4,1.0,-1,Boulder,V0,1,12,39.3074,-105.347
Guano.5,"Guano Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681255/guano5,2.0,-1,Boulder,V0,1,15,39.3074,-105.347
Guano.6,"Guano Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681267/guano6,1.0,-1,Boulder,V0,1,15,39.3074,-105.347
Guano.7,"Guano Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681273/guano7,3.0,-1,Boulder,V0,1,12,39.3074,-105.347
Guano.8,"Guano Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681279/guano8,2.0,-1,Boulder,V0,1,8,39.3074,-105.347
Abinadi.1,"Abinadi Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681342/abinadi1,2.0,-1,Boulder,V0,1,12,39.3074,-105.346
Abinadi.2,"Abinadi Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681364/abinadi2,2.0,-1,Boulder,V0,1,12,39.3074,-105.346
Abinadi.3,"Abinadi Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681377/abinadi3,2.0,-1,Boulder,V0,1,12,39.3074,-105.346
Abinadi.4,"Abinadi Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681389/abinadi4,2.0,-1,Boulder,V0,1,12,39.3074,-105.346
Abinadi.5,"Abinadi Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681407/abinadi5,4.0,-1,Boulder,"V0 PG13",1,12,39.3074,-105.346
Abinadi.Extensions,"Abinadi Rock > Firewalker Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107681427/abinadiextensions,3.0,-1,Boulder,V0,1,15,39.3074,-105.346
"Campground Boulder V1","Skinner Mountain Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/108459004/campground-boulder-v1,2.0,-1,Boulder,V1,1,,39.37837,-105.26026
"Campground Boulder V2 Right","Skinner Mountain Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/108458996/campground-boulder-v2-right,2.0,-1,Boulder,V2-,1,,39.37837,-105.26026
"Campground Boulder V2 Center","Skinner Mountain Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107953960/campground-boulder-v2-center,2.0,-1,Boulder,V2,1,,39.37837,-105.26026
Unknown,"Skinner Mountain Boulders > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/107954003/unknown,2.0,-1,Boulder,V2,1,,39.37837,-105.26026
"Bucksnort Boulder Crack","Bucksnort Slab > Pine Area > South Platte > Colorado",https://www.mountainproject.com/route/106015947/bucksnort-boulder-crack,2.0,-1,"Trad, Boulder",V0-1,1,20,39.42133,-105.31936
"The Crunch","Sphinx Rock > Pine Area > South Platte > Colorado",https://www.mountainproject.com/route/105762675/the-crunch,2.0,-1,"Trad, TR, Boulder",V0-,1,30,39.41587,-105.32132
"North Face Center (East Twin)","Murray Boulders (River Boulders) > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105756514/north-face-center-east-twin,2.0,-1,Boulder,V1,1,,38.9344,-105.4075
"Triangle Face","Murray Boulders (River Boulders) > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105761952/triangle-face,4.0,-1,Boulder,V2,1,,38.9344,-105.4075
"Camp 2  1","The Spillway/Camp 2 > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105979991/camp-2-1,1.6,-1,Boulder,V0,1,15,38.9344,-105.4075
"Camp 2 5","The Spillway/Camp 2 > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105980025/camp-2-5,3.0,-1,Boulder,V0,1,15,38.9344,-105.4075
"Camp 2 7","The Spillway/Camp 2 > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105980046/camp-2-7,3.0,-1,Boulder,V0,1,20,38.9344,-105.4075
"Camp 2  2","The Spillway/Camp 2 > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105980066/camp-2-2,2.0,-1,Boulder,V2,1,12,38.9344,-105.4075
"Camp 2 4","The Spillway/Camp 2 > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105980015/camp-2-4,3.0,-1,Boulder,V3,1,10,38.9344,-105.4075
"Camp 2 8","The Spillway/Camp 2 > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105980055/camp-2-8,3.0,-1,Boulder,V3,1,20,38.9344,-105.4075
"Camp 2 9","The Spillway/Camp 2 > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105980061/camp-2-9,2.0,-1,Boulder,V3,1,12,38.9344,-105.4075
"State of Love and Trust","The Kentucky Boulder > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/107148345/state-of-love-and-trust,2.0,-1,Boulder,V2,1,10,38.9344,-105.4075
V1,"The Parking Lot > Heaven's Gate Bouldering > Heaven's Gate > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/107221059/v1,2.0,-1,Boulder,V1,1,8,38.9341,-105.3703
"In Your Head","The Parking Lot > Heaven's Gate Bouldering > Heaven's Gate > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/112424009/in-your-head,3.0,-1,Boulder,V1,1,10,38.9341,-105.3703
Inganno,"The Parking Lot > Heaven's Gate Bouldering > Heaven's Gate > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/107221078/inganno,2.0,-1,Boulder,V1+,1,8,38.9341,-105.3703
"Thorns In Strange Places","Springer Gulch Bouldering > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/117024183/thorns-in-strange-places,2.0,-1,Boulder,V2-3,1,13,38.92738,-105.42459
Castor,"Riverside Trail > LCW Bouldering > Wigwam Creek/Lost Creek Wilderness > South Platte > Colorado",https://www.mountainproject.com/route/106730312/castor,4.0,-1,Boulder,"5.10+ V1+ R",1,20,39.29247,-105.45664
"Arnie Left","Blockage Boulder > Cro Magnon > Wigwam Creek/Lost Creek Wilderness > South Platte > Colorado",https://www.mountainproject.com/route/111064423/arnie-left,3.5,-1,Boulder,V3,1,10,39.29319,-105.6545
Chimo,"Blockage Boulder > Cro Magnon > Wigwam Creek/Lost Creek Wilderness > South Platte > Colorado",https://www.mountainproject.com/route/111064450/chimo,3.0,-1,Boulder,V3,1,15,39.29319,-105.6545
Warm-up,"Hot Stepper Boulder > Cro Magnon > Wigwam Creek/Lost Creek Wilderness > South Platte > Colorado",https://www.mountainproject.com/route/111064738/warm-up,3.0,-1,Boulder,V1-2,1,15,39.29319,-105.6545
"Warmup Again","Warmup Boulder > Cro Magnon > Wigwam Creek/Lost Creek Wilderness > South Platte > Colorado",https://www.mountainproject.com/route/111066035/warmup-again,4.0,-1,Boulder,V1-2,1,12,39.29319,-105.6545
Warmup,"Warmup Boulder > Cro Magnon > Wigwam Creek/Lost Creek Wilderness > South Platte > Colorado",https://www.mountainproject.com/route/111064409/warmup,2.0,-1,Boulder,V2-,1,10,39.29319,-105.6545
"The Railing","Playground Rock > Elevenmile Reservoir > South Platte > Colorado",https://www.mountainproject.com/route/105762183/the-railing,2.0,-1,Boulder,V0,1,10,38.9899,-105.5134
"Lefty Direct","Playground Rock > Elevenmile Reservoir > South Platte > Colorado",https://www.mountainproject.com/route/105762186/lefty-direct,2.0,-1,Boulder,V1,1,10,38.9899,-105.5134
"The Shocker","Playground Rock > Elevenmile Reservoir > South Platte > Colorado",https://www.mountainproject.com/route/105762189/the-shocker,2.0,-1,Boulder,V1,1,10,38.9899,-105.5134
"The Armpit","Coyote Ridge Amphitheatre > Elevenmile Reservoir > South Platte > Colorado",https://www.mountainproject.com/route/105762192/the-armpit,2.0,-1,Boulder,V0,1,10,38.9899,-105.5134
"Stupid Partyers","Fence Boulder > Grove Boulders > Elevenmile Reservoir > South Platte > Colorado",https://www.mountainproject.com/route/106506541/stupid-partyers,2.5,-1,Boulder,V2,1,12,38.9799,-105.5234
